City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
327,nishinoomote,30.7333,131.0,27.4,86,35,5.3,JP,1690226391
328,leichlingen,51.1167,7.0167,16.93,81,8,4.08,DE,1690226392
329,tengrela,10.4869,-6.4097,23.43,92,100,1.85,CI,1690226392
330,dingzhou,38.5131,114.9956,23.06,67,62,2.48,CN,1690226392
331,paphos,34.7667,32.4167,30.88,42,0,2.06,CY,1690226237
332,talakan,50.3167,130.3667,17.87,98,97,1.16,RU,1690226392
333,coron,11.9986,120.2043,25.92,91,100,9.54,PH,1690226392
334,motueka,-41.1333,173.0167,6.72,87,1,1.75,NZ,1690226392
335,carnarvon,-24.8667,113.6333,15.82,76,4,4.87,AU,1690226366
336,pico truncado,-46.7949,-67.9573,3.11,68,66,8.76,AR,1690226393
337,volchansk,59.9378,60.081,13.6,75,73,0.68,RU,1690226393
338,egersund,58.4513,5.9997,16.88,83,100,5.44,NO,1690226393
339,pionerskiy,54.9508,20.2275,20.91,72,100,4.41,RU,1690226393
340,buka,40.8108,69.1986,28.49,23,0,2.15,UZ,1690226393
341,cuyo,10.8525,121.0086,27.54,84,100,13.39,PH,1690226394
342,kabinda,-6.1333,24.4833,25.8,29,75,1.37,CD,1690226395
343,nyurba,63.2842,118.3319,18.69,84,83,3.44,RU,1690226395
344,jinka,5.65,36.65,19.48,75,90,1.04,ET,1690226395
345,illizi,26.4833,8.4667,35.98,7,5,6.31,DZ,1690226236
346,huarmey,-10.0681,-78.1522,23.68,66,0,5.47,PE,1690226396
347,egilsstadir,65.2653,-14.3948,7.95,87,75,5.66,IS,1690226396
348,sokcho,38.2083,128.5911,27.34,69,97,1.54,KR,1690226106
349,nikel,69.4128,30.222,9.1,96,100,3.65,RU,1690226396
350,nogliki,51.8333,143.1667,13.47,92,100,2.05,RU,1690226397
351,holualoa,19.6228,-155.9522,27.53,79,20,4.63,US,1690226134
352,trevelin,-43.0858,-71.4639,2.71,73,100,1.14,AR,1690226397
353,mabaruma,8.2,-59.7833,27.54,80,100,1.96,GY,1690226397
354,arkhangel'sk,64.5401,40.5433,11.98,95,42,2.11,RU,1690226352
355,palora,-1.7,-77.9333,25.06,55,47,1.97,EC,1690226397
356,manaquiri,-3.3167,-60.35,33.27,28,3,1.15,BR,1690226398
357,catalca,41.1432,28.4615,24.98,69,0,4.25,TR,1690226403
358,la ceiba,15.7597,-86.7822,31.9,62,20,7.72,HN,1690226403
359,ryotsu-minato,38.0833,138.4333,25.4,78,3,1.81,JP,1690226403
360,papao,-17.75,-149.55,26.82,84,6,10.23,PF,1690226403
361,erenhot,43.6475,111.9767,25.03,33,99,2.71,CN,1690226404
